Detected	Degrees Per Second	Correct Count	Step Size	Subject Number	Height	Age	Sex	RA Name	Other
True	0	1	0.05	test			Option A	Mayela	
True	0	2	0.05	test			Option A	Mayela	
False	-2.7	2	0.05	test			Option A	Mayela	
False	0	2	0.05	test			Option A	Mayela	
True	-2.4	3	0.05	test			Option A	Mayela	
True	0	4	0.05	test			Option A	Mayela	
False	0	4	0.05	test			Option A	Mayela	
True	1.95	5	0.05	test			Option A	Mayela	
True	0	6	0.05	test			Option A	Mayela	
True	0	7	0.05	test			Option A	Mayela	
True	0	1	0.03	test			Option A	Mayela	
True	1.71	2	0.03	test			Option A	Mayela	
True	0	3	0.03	test			Option A	Mayela	
True	1.53	4	0.03	test			Option A	Mayela	
True	-1.44	5	0.03	test			Option A	Mayela	
True	1.35	6	0.03	test			Option A	Mayela	
True	0	1	0.05				Option A		
True	0	2	0.05				Option A		
True	0	3	0.05				Option A		
True	0	4	0.05				Option A		
True	0	5	0.05				Option A		
True	3	1	0.05	test	72	20	Option A	Eva	
True	0	2	0.05	test	72	20	Option A	Eva	
True	2.7	3	0.05	test	72	20	Option A	Eva	
True	0	4	0.05	test	72	20	Option A	Eva	
True	2.4	5	0.05	test	72	20	Option A	Eva	
True	-2.25	6	0.05	test	72	20	Option A	Eva	
True	3	1	0.05	1	73	18	Option A	Eva	
True	-2.85	2	0.05	1	73	18	Option A	Eva	
True	0	3	0.05	1	73	18	Option A	Eva	
True	-2.55	4	0.05	1	73	18	Option A	Eva	
True	0	5	0.05	1	73	18	Option A	Eva	
True	0	6	0.05	1	73	18	Option A	Eva	
True	0	7	0.05	1	73	18	Option A	Eva	
True	-1.95	8	0.05	1	73	18	Option A	Eva	
True	1.8	9	0.05	1	73	18	Option A	Eva	
True	-1.65	10	0.05	1	73	18	Option A	Eva	
True	0	1	0.03	1	73	18	Option A	Eva	
True	0	2	0.03	1	73	18	Option A	Eva	
True	1.62	3	0.03	1	73	18	Option A	Eva	
True	-1.53	4	0.03	1	73	18	Option A	Eva	
True	1.44	5	0.03	1	73	18	Option A	Eva	
False	0	0	0.05	test	23	23	Option A	eva	
True	-2.85	1	0.05	test	23	23	Option A	eva	
True	2.7	2	0.05	test	23	23	Option A	eva	
False	0	2	0.05	test	23	23	Option A	eva	
True	0	3	0.05	test	23	23	Option A	eva	
False	-2.25	3	0.05	test	23	23	Option A	eva	
True	2.1	4	0.05	test	23	23	Option A	eva	
True	0	5	0.05	test	23	23	Option A	eva	
True	3	1	0.05	test	20	20	Option A	Eva	
False	-2.85	1	0.05	test	20	20	Option A	Eva	
True	0	1	0.05	2	65	20	Option A	Eva	
True	0	2	0.05	2	65	20	Option A	Eva	
True	-2.7	3	0.05	2	65	20	Option A	Eva	
True	2.55	4	0.05	2	65	20	Option A	Eva	
True	-2.4	5	0.05	2	65	20	Option A	Eva	
True	2.25	6	0.05	2	65	20	Option A	Eva	
True	0	7	0.05	2	65	20	Option A	Eva	
True	0	8	0.05	2	65	20	Option A	Eva	
True	0	9	0.05	2	65	20	Option A	Eva	
True	0	10	0.05	2	65	20	Option A	Eva	
True	-1.8	1	0.03	2	65	20	Option A	Eva	
True	0	2	0.03	2	65	20	Option A	Eva	
True	-1.62	3	0.03	2	65	20	Option A	Eva	
True	0	4	0.03	2	65	20	Option A	Eva	
True	-1.44	5	0.03	2	65	20	Option A	Eva	
True	0	6	0.03	2	65	20	Option A	Eva	
True	0	7	0.03	2	65	20	Option A	Eva	
True	1.17	8	0.03	2	65	20	Option A	Eva	
True	0	9	0.03	2	65	20	Option A	Eva	
True	0.9900003	10	0.03	2	65	20	Option A	Eva	
True	0	1	0.018	2	65	20	Option A	Eva	
True	0	2	0.018	2	65	20	Option A	Eva	
False	0	2	0.018	2	65	20	Option A	Eva	
True	0	3	0.018	2	65	20	Option A	Eva	
True	-0.864	4	0.018	2	65	20	Option A	Eva	
True	0	5	0.018	2	65	20	Option A	Eva	
True	0	6	0.018	2	65	20	Option A	Eva	
True	0.7019999	7	0.018	2	65	20	Option A	Eva	
True	-0.6479999	8	0.018	2	65	20	Option A	Eva	
True	0	9	0.018	2	65	20	Option A	Eva	
True	0	1	0.0108	2	65	20	Option A	Eva	
True	0.6156	2	0.0108	2	65	20	Option A	Eva	
True	0	3	0.0108	2	65	20	Option A	Eva	
True	0.5508	4	0.0108	2	65	20	Option A	Eva	
True	-0.5184	5	0.0108	2	65	20	Option A	Eva	
True	0.486	6	0.0108	2	65	20	Option A	Eva	
True	0	1	0.05	3	61	18	Option A	Eva	
True	-2.85	2	0.05	3	61	18	Option A	Eva	
True	2.7	3	0.05	3	61	18	Option A	Eva	
True	-2.55	4	0.05	3	61	18	Option A	Eva	
True	2.4	5	0.05	3	61	18	Option A	Eva	
True	-2.25	6	0.05	3	61	18	Option A	Eva	
True	0	7	0.05	3	61	18	Option A	Eva	
True	-1.95	8	0.05	3	61	18	Option A	Eva	
True	1.8	9	0.05	3	61	18	Option A	Eva	
True	-1.65	10	0.05	3	61	18	Option A	Eva	
True	0	1	0.03	3	61	18	Option A	Eva	
True	0	2	0.03	3	61	18	Option A	Eva	
True	0	3	0.03	3	61	18	Option A	Eva	
True	0	4	0.03	3	61	18	Option A	Eva	
True	0	5	0.03	3	61	18	Option A	Eva	
True	-1.35	6	0.03	3	61	18	Option A	Eva	
True	1.26	7	0.03	3	61	18	Option A	Eva	
True	0	8	0.03	3	61	18	Option A	Eva	
True	0	9	0.03	3	61	18	Option A	Eva	
True	0	10	0.03	3	61	18	Option A	Eva	
True	1.08	1	0.018	3	61	18	Option A	Eva	
True	-1.026	2	0.018	3	61	18	Option A	Eva	
True	0	3	0.018	3	61	18	Option A	Eva	
True	0	4	0.018	3	61	18	Option A	Eva	
True	0	5	0.018	3	61	18	Option A	Eva	
True	0	6	0.018	3	61	18	Option A	Eva	
True	0	7	0.018	3	61	18	Option A	Eva	
True	0	8	0.018	3	61	18	Option A	Eva	
True	0.6479999	9	0.018	3	61	18	Option A	Eva	
True	0	10	0.018	3	61	18	Option A	Eva	
True	0	1	0.0108	3	61	18	Option A	Eva	
True	0	2	0.0108	3	61	18	Option A	Eva	
True	0	3	0.0108	3	61	18	Option A	Eva	
True	-0.5508	4	0.0108	3	61	18	Option A	Eva	
True	0.5184	5	0.0108	3	61	18	Option A	Eva	
False	-0.486	5	0.0108	3	61	18	Option A	Eva	
True	0.4536	6	0.0108	3	61	18	Option A	Eva	
True	-0.4212	7	0.0108	3	61	18	Option A	Eva	
False	0	0	0.05				Option A		
True	2	1	0.05	4	67	18	Option A	Wendy	no
True	0	2	0.05	4	67	18	Option A	Wendy	no
True	0	3	0.05	4	67	18	Option A	Wendy	no
True	-1.7	4	0.05	4	67	18	Option A	Wendy	no
True	0	5	0.05	4	67	18	Option A	Wendy	no
True	0	6	0.05	4	67	18	Option A	Wendy	no
True	0	7	0.05	4	67	18	Option A	Wendy	no
True	-1.3	8	0.05	4	67	18	Option A	Wendy	no
True	1.2	9	0.05	4	67	18	Option A	Wendy	no
True	0	10	0.05	4	67	18	Option A	Wendy	no
True	0	1	0.03	4	67	18	Option A	Wendy	no
True	-1.14	2	0.03	4	67	18	Option A	Wendy	no
True	1.08	3	0.03	4	67	18	Option A	Wendy	no
True	0	4	0.03	4	67	18	Option A	Wendy	no
True	0.9600002	5	0.03	4	67	18	Option A	Wendy	no
True	0	6	0.03	4	67	18	Option A	Wendy	no
True	0.8400002	7	0.03	4	67	18	Option A	Wendy	no
True	0	8	0.03	4	67	18	Option A	Wendy	no
True	0	9	0.03	4	67	18	Option A	Wendy	no
True	0	10	0.03	4	67	18	Option A	Wendy	no
False	0	0	0.018	4	67	18	Option A	Wendy	no
True	-0.684	1	0.018	4	67	18	Option A	Wendy	no
True	0	2	0.018	4	67	18	Option A	Wendy	no
True	0	3	0.018	4	67	18	Option A	Wendy	no
True	0.576	4	0.018	4	67	18	Option A	Wendy	no
True	-0.54	5	0.018	4	67	18	Option A	Wendy	no
False	0.5039999	5	0.018	4	67	18	Option A	Wendy	no
True	0	6	0.018	4	67	18	Option A	Wendy	no
True	0.4319999	7	0.018	4	67	18	Option A	Wendy	no
False	0	7	0.018	4	67	18	Option A	Wendy	no
True	0	1	0.0108	4	67	18	Option A	Wendy	no
False	0	1	0.0108	4	67	18	Option A	Wendy	no
True	0	2	0.0108	4	67	18	Option A	Wendy	no
False	0	2	0.0108	4	67	18	Option A	Wendy	no
True	0	3	0.0108	4	67	18	Option A	Wendy	no
True	0	4	0.0108	4	67	18	Option A	Wendy	no
True	0.3024	5	0.0108	4	67	18	Option A	Wendy	no
True	-0.2808	6	0.0108	4	67	18	Option A	Wendy	no
True	0.2592	7	0.0108	4	67	18	Option A	Wendy	no
True	0	8	0.0108	4	67	18	Option A	Wendy	no
False	0	0	0.006480001	4	67	18	Option A	Wendy	no
True	0	1	0.006480001	4	67	18	Option A	Wendy	no
True	0.23328	2	0.006480001	4	67	18	Option A	Wendy	no
False	0	2	0.006480001	4	67	18	Option A	Wendy	no
True	0	3	0.006480001	4	67	18	Option A	Wendy	no
False	-0.1944	3	0.006480001	4	67	18	Option A	Wendy	no
True	0.18144	4	0.006480001	4	67	18	Option A	Wendy	no
True	0	5	0.006480001	4	67	18	Option A	Wendy	no
False	0.15552	5	0.006480001	4	67	18	Option A	Wendy	no
False	0	5	0.006480001	4	67	18	Option A	Wendy	no
True	0.2592	1	0.006480001	4	67	18	Option A	Wendy	no
True	-1.5	1	0.05	5	65	18	Option A	Wendy	no
True	0	2	0.05	5	65	18	Option A	Wendy	no
True	0	3	0.05	5	65	18	Option A	Wendy	no
True	0	4	0.05	5	65	18	Option A	Wendy	no
True	-1.2	5	0.05	5	65	18	Option A	Wendy	no
True	1.125	6	0.05	5	65	18	Option A	Wendy	no
True	0	7	0.05	5	65	18	Option A	Wendy	no
True	0	8	0.05	5	65	18	Option A	Wendy	no
True	0	9	0.05	5	65	18	Option A	Wendy	no
True	0	10	0.05	5	65	18	Option A	Wendy	no
True	-0.9	1	0.03	5	65	18	Option A	Wendy	no
True	0.8550001	2	0.03	5	65	18	Option A	Wendy	no
True	-0.8100001	3	0.03	5	65	18	Option A	Wendy	no
True	0.7650002	4	0.03	5	65	18	Option A	Wendy	no
True	-0.7200001	5	0.03	5	65	18	Option A	Wendy	no
True	0.6750002	6	0.03	5	65	18	Option A	Wendy	no
True	-0.6300002	7	0.03	5	65	18	Option A	Wendy	no
True	0.5850002	8	0.03	5	65	18	Option A	Wendy	no
True	-0.5400001	9	0.03	5	65	18	Option A	Wendy	no
True	0.4950002	10	0.03	5	65	18	Option A	Wendy	no
True	-0.54	1	0.018	5	65	18	Option A	Wendy	no
False	0	1	0.018	5	65	18	Option A	Wendy	no
True	0	2	0.018	5	65	18	Option A	Wendy	no
False	0.459	2	0.018	5	65	18	Option A	Wendy	no
True	-0.432	3	0.018	5	65	18	Option A	Wendy	no
True	0	4	0.018	5	65	18	Option A	Wendy	no
True	0	5	0.018	5	65	18	Option A	Wendy	no
True	0	6	0.018	5	65	18	Option A	Wendy	no
True	-0.3239999	7	0.018	5	65	18	Option A	Wendy	no
True	0	8	0.018	5	65	18	Option A	Wendy	no
True	-0.324	1	0.0108	5	65	18	Option A	Wendy	no
True	0.3078	2	0.0108	5	65	18	Option A	Wendy	no
True	0	3	0.0108	5	65	18	Option A	Wendy	no
True	0.2754	4	0.0108	5	65	18	Option A	Wendy	no
True	0	1	0.05	6	56 1/2	21	Option A	Wendy	no
False	0	1	0.05	6	56 1/2	21	Option A	Wendy	no
True	0	2	0.05	6	56 1/2	21	Option A	Wendy	no
False	1.275	2	0.05	6	56 1/2	21	Option A	Wendy	no
False	0	2	0.05	6	56 1/2	21	Option A	Wendy	no
True	0	3	0.05	6	56 1/2	21	Option A	Wendy	no
True	-1.05	4	0.05	6	56 1/2	21	Option A	Wendy	no
True	0.9749999	5	0.05	6	56 1/2	21	Option A	Wendy	no
True	-0.8999999	6	0.05	6	56 1/2	21	Option A	Wendy	no
True	0	7	0.05	6	56 1/2	21	Option A	Wendy	no
True	0	1	0.03	6	56 1/2	21	Option A	Wendy	no
False	0	1	0.03	6	56 1/2	21	Option A	Wendy	no
True	0	2	0.03	6	56 1/2	21	Option A	Wendy	no
False	0.7650002	2	0.03	6	56 1/2	21	Option A	Wendy	no
True	-0.7200001	3	0.03	6	56 1/2	21	Option A	Wendy	no
False	0	3	0.03	6	56 1/2	21	Option A	Wendy	no
False	0	3	0.03	6	56 1/2	21	Option A	Wendy	no
True	0.5850002	4	0.03	6	56 1/2	21	Option A	Wendy	no
True	0	5	0.03	6	56 1/2	21	Option A	Wendy	no
False	0.4950002	5	0.03	6	56 1/2	21	Option A	Wendy	no
True	-0.9	1	0.03	6	56 1/2	21	Option A	Wendy	no
False	0.8550001	1	0.03	6	56 1/2	21	Option A	Wendy	no
True	-0.8100001	2	0.03	6	56 1/2	21	Option A	Wendy	no
True	0.7650002	3	0.03	6	56 1/2	21	Option A	Wendy	no
True	-0.7200001	4	0.03	6	56 1/2	21	Option A	Wendy	no
False	0.6750002	4	0.03	6	56 1/2	21	Option A	Wendy	no
True	-0.6300002	5	0.03	6	56 1/2	21	Option A	Wendy	no
True	0.5850002	6	0.03	6	56 1/2	21	Option A	Wendy	no
False	0	6	0.03	6	56 1/2	21	Option A	Wendy	no
True	0.4950002	7	0.03	6	56 1/2	21	Option A	Wendy	no
True	0	1	0.018	6	56 1/2	21	Option A	Wendy	no
False	0	1	0.018	6	56 1/2	21	Option A	Wendy	no
False	0	1	0.018	6	56 1/2	21	Option A	Wendy	no
False	0	1	0.018	6	56 1/2	21	Option A	Wendy	no
True	0	2	0.018	6	56 1/2	21	Option A	Wendy	no
False	0	2	0.018	6	56 1/2	21	Option A	Wendy	no
True	0	3	0.018	6	56 1/2	21	Option A	Wendy	no
True	0.351	4	0.018	6	56 1/2	21	Option A	Wendy	no
False	-0.3239999	4	0.018	6	56 1/2	21	Option A	Wendy	no
False	0.2969999	4	0.018	6	56 1/2	21	Option A	Wendy	no
True	0	1	0.018	6	56 1/2	21	Option A	Wendy	no
True	0	2	0.018	6	56 1/2	21	Option A	Wendy	no
True	0	3	0.018	6	56 1/2	21	Option A	Wendy	no
True	0.459	4	0.018	6	56 1/2	21	Option A	Wendy	no
True	-0.432	5	0.018	6	56 1/2	21	Option A	Wendy	no
False	0.405	5	0.018	6	56 1/2	21	Option A	Wendy	no
True	-0.378	6	0.018	6	56 1/2	21	Option A	Wendy	no
True	0.351	7	0.018	6	56 1/2	21	Option A	Wendy	no
True	-1.5	1	0.05	7	74	18	Option A	Mayela	
True	1.425	2	0.05	7	74	18	Option A	Mayela	
True	0	3	0.05	7	74	18	Option A	Mayela	
True	1.275	4	0.05	7	74	18	Option A	Mayela	
True	-1.2	5	0.05	7	74	18	Option A	Mayela	
True	0	6	0.05	7	74	18	Option A	Mayela	
True	-1.05	7	0.05	7	74	18	Option A	Mayela	
True	0	8	0.05	7	74	18	Option A	Mayela	
True	-0.8999999	9	0.05	7	74	18	Option A	Mayela	
True	0	10	0.05	7	74	18	Option A	Mayela	
True	0	1	0.03	7	74	18	Option A	Mayela	
True	0	2	0.03	7	74	18	Option A	Mayela	
True	-0.8100001	3	0.03	7	74	18	Option A	Mayela	
True	0.7650002	4	0.03	7	74	18	Option A	Mayela	
True	-0.7200001	5	0.03	7	74	18	Option A	Mayela	
True	0	6	0.03	7	74	18	Option A	Mayela	
True	0	7	0.03	7	74	18	Option A	Mayela	
False	0	7	0.03	7	74	18	Option A	Mayela	
True	0	8	0.03	7	74	18	Option A	Mayela	
True	0	9	0.03	7	74	18	Option A	Mayela	
True	-0.54	1	0.018	7	74	18	Option A	Mayela	
True	0	2	0.018	7	74	18	Option A	Mayela	
False	-0.486	2	0.018	7	74	18	Option A	Mayela	
True	0.459	3	0.018	7	74	18	Option A	Mayela	
False	0	3	0.018	7	74	18	Option A	Mayela	
False	0	3	0.018	7	74	18	Option A	Mayela	
False	0	3	0.018	7	74	18	Option A	Mayela	
False	0	3	0.018	7	74	18	Option A	Mayela	
False	0	3	0.018	7	74	18	Option A	Mayela	
False	0	3	0.018	7	74	18	Option A	Mayela	
False	-0.54	0	0.018	7	74	18	Option A	Mayela	
True	0	1	0.018	7	74	18	Option A	Mayela	
True	-0.486	2	0.018	7	74	18	Option A	Mayela	
True	0.459	3	0.018	7	74	18	Option A	Mayela	
True	-0.432	4	0.018	7	74	18	Option A	Mayela	
True	0.405	5	0.018	7	74	18	Option A	Mayela	
True	0	6	0.018	7	74	18	Option A	Mayela	
True	0	7	0.018	7	74	18	Option A	Mayela	
True	-0.3239999	8	0.018	7	74	18	Option A	Mayela	
True	0.2969999	9	0.018	7	74	18	Option A	Mayela	
True	0	1	0.0108	7	74	18	Option A	Mayela	
True	0	2	0.0108	7	74	18	Option A	Mayela	
True	-0.2916	3	0.0108	7	74	18	Option A	Mayela	
True	0.2754	4	0.0108	7	74	18	Option A	Mayela	
True	-0.2592	5	0.0108	7	74	18	Option A	Mayela	
True	0.243	6	0.0108	7	74	18	Option A	Mayela	
True	-0.2268	7	0.0108	7	74	18	Option A	Mayela	
True	0	8	0.0108	7	74	18	Option A	Mayela	
True	-0.1944	9	0.0108	7	74	18	Option A	Mayela	
True	0	10	0.0108	7	74	18	Option A	Mayela	
True	0	1	0.006480001	7	74	18	Option A	Mayela	
True	0.18468	2	0.006480001	7	74	18	Option A	Mayela	
True	-0.17496	3	0.006480001	7	74	18	Option A	Mayela	
True	0	4	0.006480001	7	74	18	Option A	Mayela	
True	-0.15552	5	0.006480001	7	74	18	Option A	Mayela	
True	0.1458	6	0.006480001	7	74	18	Option A	Mayela	
False	0	6	0.006480001	7	74	18	Option A	Mayela	
True	0.12636	7	0.006480001	7	74	18	Option A	Mayela	
True	0	8	0.006480001	7	74	18	Option A	Mayela	
True	0	9	0.006480001	7	74	18	Option A	Mayela	
True	0	1	0.003888001	7	74	18	Option A	Mayela	
True	0	2	0.003888001	8	74	18	Option A	Mayela	
False	0	2	0.003888001	8	74	18	Option A	Mayela	
False	0	2	0.003888001	8	74	18	Option A	Mayela	
False	0	2	0.003888001	8	74	18	Option A	Mayela	
False	0	2	0.003888001	8	74	18	Option A	Mayela	
True	0	3	0.003888001	8	74	18	Option A	Mayela	
True	0.07581601	4	0.003888001	8	74	18	Option A	Mayela	
False	0	4	0.003888001	8	74	18	Option A	Mayela	
False	0.064152	4	0.003888001	8	74	18	Option A	Mayela	
True	-0.11664	1	0.003888001	8	74	18	Option A	Mayela	
False	0.110808	1	0.003888001	8	74	18	Option A	Mayela	
True	0	2	0.003888001	8	74	18	Option A	Mayela	
False	0	2	0.003888001	8	74	18	Option A	Mayela	
False	-0.093312	2	0.003888001	8	74	18	Option A	Mayela	
True	0	3	0.003888001	8	74	18	Option A	Mayela	
False	0	3	0.003888001	8	74	18	Option A	Mayela	
True	0.07581601	4	0.003888001	8	74	18	Option A	Mayela	
False	0	4	0.003888001	8	74	18	Option A	Mayela	
False	0.064152	4	0.003888001	8	74	18	Option A	Mayela	
True	0	1	0.003888001	8	74	18	Option A	Mayela	
True	0.110808	2	0.003888001	8	74	18	Option A	Mayela	
False	0	2	0.003888001	8	74	18	Option A	Mayela	
False	0	2	0.003888001	8	74	18	Option A	Mayela	
False	-0.093312	2	0.003888001	8	74	18	Option A	Mayela	
True	0.08748	3	0.003888001	8	74	18	Option A	Mayela	
True	-0.081648	4	0.003888001	8	74	18	Option A	Mayela	
True	0.07581601	5	0.003888001	8	74	18	Option A	Mayela	
False	-0.069984	5	0.003888001	8	74	18	Option A	Mayela	
False	0.064152	5	0.003888001	8	74	18	Option A	Mayela	
True	0	1	0.05	9	69	18	Option A	Mayela	
True	0	2	0.05	9	69	18	Option A	Mayela	
True	1.35	3	0.05	9	69	18	Option A	Mayela	
True	0	4	0.05	9	69	18	Option A	Mayela	
True	0	5	0.05	9	69	18	Option A	Mayela	
True	-1.125	6	0.05	9	69	18	Option A	Mayela	
True	1.05	7	0.05	9	69	18	Option A	Mayela	
True	0	8	0.05	9	69	18	Option A	Mayela	
True	0	9	0.05	9	69	18	Option A	Mayela	
True	0	10	0.05	9	69	18	Option A	Mayela	
True	0	1	0.03	9	69	18	Option A	Mayela	
True	0	2	0.03	9	69	18	Option A	Mayela	
True	0	3	0.03	9	69	18	Option A	Mayela	
True	-0.7650002	4	0.03	9	69	18	Option A	Mayela	
True	0	5	0.03	9	69	18	Option A	Mayela	
True	-0.6750002	6	0.03	9	69	18	Option A	Mayela	
True	0.6300002	7	0.03	9	69	18	Option A	Mayela	
True	-0.5850002	8	0.03	9	69	18	Option A	Mayela	
True	0	9	0.03	9	69	18	Option A	Mayela	
True	-0.4950002	10	0.03	9	69	18	Option A	Mayela	
True	0.54	1	0.018	9	69	18	Option A	Mayela	
True	-0.513	2	0.018	9	69	18	Option A	Mayela	
True	0.486	3	0.018	9	69	18	Option A	Mayela	
True	0	4	0.018	9	69	18	Option A	Mayela	
True	0	5	0.018	9	69	18	Option A	Mayela	
True	0	6	0.018	9	69	18	Option A	Mayela	
True	0	7	0.018	9	69	18	Option A	Mayela	
True	-0.351	8	0.018	9	69	18	Option A	Mayela	
False	0.3239999	8	0.018	9	69	18	Option A	Mayela	
True	-0.2969999	9	0.018	9	69	18	Option A	Mayela	
False	0.324	0	0.0108	9	69	18	Option A	Mayela	
True	0	1	0.0108	9	69	18	Option A	Mayela	
True	0.2916	2	0.0108	9	69	18	Option A	Mayela	
True	-0.2754	3	0.0108	9	69	18	Option A	Mayela	
True	0.2592	4	0.0108	9	69	18	Option A	Mayela	
False	-0.243	4	0.0108	9	69	18	Option A	Mayela	
True	0.2268	5	0.0108	9	69	18	Option A	Mayela	
True	-0.2106	6	0.0108	9	69	18	Option A	Mayela	
False	0	6	0.0108	9	69	18	Option A	Mayela	
True	0	7	0.0108	9	69	18	Option A	Mayela	
False	0.1944	0	0.006480001	9	69	18	Option A	Mayela	
True	0	1	0.006480001	9	69	18	Option A	Mayela	
True	0.17496	2	0.006480001	9	69	18	Option A	Mayela	
True	0	3	0.006480001	9	69	18	Option A	Mayela	
False	0	3	0.006480001	9	69	18	Option A	Mayela	
False	0	3	0.006480001	9	69	18	Option A	Mayela	
True	0	4	0.006480001	9	69	18	Option A	Mayela	
True	0	5	0.006480001	9	69	18	Option A	Mayela	
True	0.11664	6	0.006480001	9	69	18	Option A	Mayela	
False	0	6	0.006480001	9	69	18	Option A	Mayela	
False	0	0	0.006480001	9	69	18	Option A	Mayela	
False	-0.18468	0	0.006480001	9	69	18	Option A	Mayela	
False	0	0	0.006480001	9	69	18	Option A	Mayela	
False	-0.16524	0	0.006480001	9	69	18	Option A	Mayela	
True	0	1	0.05	test	61	20	Option A	Eva	
True	0	2	0.05	test	61	20	Option A	Eva	
True	0	3	0.05	test	61	20	Option A	Eva	
True	0	4	0.05	test	61	20	Option A	Eva	
False	0	0	0.05	9	65	18	Option A	Eva	
True	0	1	0.05	9	65	18	Option A	Eva	
True	-1.35	2	0.05	9	65	18	Option A	Eva	
True	1.275	3	0.05	9	65	18	Option A	Eva	
True	0	4	0.05	9	65	18	Option A	Eva	
True	1.125	5	0.05	9	65	18	Option A	Eva	
True	-1.05	6	0.05	9	65	18	Option A	Eva	
True	0.9749999	7	0.05	9	65	18	Option A	Eva	
True	0	8	0.05	9	65	18	Option A	Eva	
True	0.8249998	9	0.05	9	65	18	Option A	Eva	
True	-0.9	1	0.03	9	65	18	Option A	Eva	
False	0.8550001	1	0.03	9	65	18	Option A	Eva	
True	0	2	0.03	9	65	18	Option A	Eva	
True	0.7650002	3	0.03	9	65	18	Option A	Eva	
True	-0.7200001	4	0.03	9	65	18	Option A	Eva	
True	0	5	0.03	9	65	18	Option A	Eva	
True	0	6	0.03	9	65	18	Option A	Eva	
True	0.5850002	7	0.03	9	65	18	Option A	Eva	
True	0	8	0.03	9	65	18	Option A	Eva	
False	0.4950002	8	0.03	9	65	18	Option A	Eva	
True	0	1	0.018	9	65	18	Option A	Eva	
False	0	1	0.018	9	65	18	Option A	Eva	
False	0	1	0.018	9	65	18	Option A	Eva	
True	0	2	0.018	9	65	18	Option A	Eva	
True	0	3	0.018	9	65	18	Option A	Eva	
True	0.405	4	0.018	9	65	18	Option A	Eva	
True	-0.378	5	0.018	9	65	18	Option A	Eva	
True	0.351	6	0.018	9	65	18	Option A	Eva	
False	0	6	0.018	9	65	18	Option A	Eva	
True	0.2969999	7	0.018	9	65	18	Option A	Eva	
False	0	0	0.0108	9	65	18	Option A	Eva	
False	0.3078	0	0.0108	9	65	18	Option A	Eva	
False	-0.2916	0	0.0108	9	65	18	Option A	Eva	
True	0	1	0.0108	9	65	18	Option A	Eva	
True	-0.2592	2	0.0108	9	65	18	Option A	Eva	
True	0	3	0.0108	9	65	18	Option A	Eva	
False	0	0	0.05	11	64	18	Option A	Eva	
False	0	0	0.05	11	64	18	Option A	Eva	
True	1.35	1	0.05	11	64	18	Option A	Eva	
False	-1.275	1	0.05	11	64	18	Option A	Eva	
True	1.2	2	0.05	11	64	18	Option A	Eva	
True	0	3	0.05	11	64	18	Option A	Eva	
True	0	4	0.05	11	64	18	Option A	Eva	
False	-0.9749999	4	0.05	11	64	18	Option A	Eva	
True	0.8999999	5	0.05	11	64	18	Option A	Eva	
False	-0.8249998	5	0.05	11	64	18	Option A	Eva	
True	0	1	0.05	11	64	18	Option A	Eva	
True	-1.425	2	0.05	11	64	18	Option A	Eva	
True	0	3	0.05	11	64	18	Option A	Eva	
True	-1.275	4	0.05	11	64	18	Option A	Eva	
True	0	5	0.05	11	64	18	Option A	Eva	
False	0	5	0.05	11	64	18	Option A	Eva	
True	0	6	0.05	11	64	18	Option A	Eva	
True	0	7	0.05	11	64	18	Option A	Eva	
True	0.8999999	8	0.05	11	64	18	Option A	Eva	
True	0	9	0.05	11	64	18	Option A	Eva	
True	0	1	0.03	11	64	18	Option A	Eva	
False	-0.8550001	1	0.03	11	64	18	Option A	Eva	
True	0.8100001	2	0.03	11	64	18	Option A	Eva	
False	0	2	0.03	11	64	18	Option A	Eva	
True	0.7200001	3	0.03	11	64	18	Option A	Eva	
False	-0.6750002	3	0.03	11	64	18	Option A	Eva	
True	0	4	0.03	11	64	18	Option A	Eva	
True	-0.5850002	5	0.03	11	64	18	Option A	Eva	
False	0.5400001	5	0.03	11	64	18	Option A	Eva	
False	-0.4950002	5	0.03	11	64	18	Option A	Eva	
True	0	1	0.05	12	66	18	Option A	Eva	
True	0	2	0.05	12	66	18	Option A	Eva	
True	0	3	0.05	12	66	18	Option A	Eva	
True	1.275	4	0.05	12	66	18	Option A	Eva	
True	0	5	0.05	12	66	18	Option A	Eva	
True	1.125	6	0.05	12	66	18	Option A	Eva	
True	-1.05	7	0.05	12	66	18	Option A	Eva	
True	0.9749999	8	0.05	12	66	18	Option A	Eva	
True	0	9	0.05	12	66	18	Option A	Eva	
True	0	10	0.05	12	66	18	Option A	Eva	
True	0	1	0.03	12	66	18	Option A	Eva	
True	0.8550001	2	0.03	12	66	18	Option A	Eva	
True	-0.8100001	3	0.03	12	66	18	Option A	Eva	
True	0	4	0.03	12	66	18	Option A	Eva	
True	-0.7200001	5	0.03	12	66	18	Option A	Eva	
True	0.6750002	6	0.03	12	66	18	Option A	Eva	
True	0	7	0.03	12	66	18	Option A	Eva	
True	0	8	0.03	12	66	18	Option A	Eva	
True	-0.5400001	9	0.03	12	66	18	Option A	Eva	
True	0.4950002	10	0.03	12	66	18	Option A	Eva	
True	0	1	0.018	12	66	18	Option A	Eva	
True	0	2	0.018	12	66	18	Option A	Eva	
True	-0.486	3	0.018	12	66	18	Option A	Eva	
True	0.459	4	0.018	12	66	18	Option A	Eva	
True	-0.432	5	0.018	12	66	18	Option A	Eva	
